no;methodName;statements;involvedModules;fragments;visibility;baseSplit;fineGrained;nested;
1;reset():void;58;2;2;visible;
2;getBufferBytes():long;2;1;1;visible;
3;getCursorsBins():int;2;1;1;visible;
4;getDbClosedBins():int;2;1;1;visible;
5;getInCompQueueSize():int;2;1;1;visible;
6;getLastCheckpointId():long;2;1;1;visible;
7;getNCacheMiss():long;2;1;1;visible;
8;getNCheckpoints():int;2;1;1;visible;
9;getCleanerBacklog():int;2;1;1;visible;
10;getNCleanerRuns():int;2;1;1;visible;
11;getNCleanerDeletions():int;2;1;1;visible;
12;getNDeltaINFlush():int;2;1;1;visible;
13;getLastCheckpointEnd():long;2;1;1;visible;
14;getLastCheckpointStart():long;2;1;1;visible;
15;getNCleanerEntriesRead():int;2;1;1;visible;
16;getNEvictPasses():int;2;1;1;visible;
17;getNFSyncs():long;2;1;2;visible;
18;getNFSyncRequests():long;2;1;2;visible;
19;getNFSyncTimeouts():long;2;1;2;visible;
20;getNFullINFlush():int;2;1;1;visible;
21;getNFullBINFlush():int;2;1;1;visible;
22;getNINsObsolete():int;2;1;1;visible;
23;getNINsCleaned():int;2;1;1;visible;
24;getNINsDead():int;2;1;1;visible;
25;getNINsMigrated():int;2;1;1;visible;
26;getNLNsObsolete():int;2;1;1;visible;
27;getNLNsCleaned():int;2;1;1;visible;
28;getNLNsDead():int;2;1;1;visible;
29;getNLNsLocked():int;2;1;1;visible;
30;getNLNsMigrated():int;2;1;1;visible;
31;getNLNsMarked():int;2;1;1;visible;
32;getNLNQueueHits():int;2;1;1;visible;
33;getNPendingLNsProcessed():int;2;1;1;visible;
34;getNMarkedLNsProcessed():int;2;1;1;visible;
35;getNToBeCleanedLNsProcessed():int;2;1;1;visible;
36;getNClusterLNsProcessed():int;2;1;1;visible;
37;getNPendingLNsLocked():int;2;1;1;visible;
38;getNLogBuffers():int;2;1;1;visible;
39;getNNodesExplicitlyEvicted():long;2;1;1;visible;
40;getNBINsStripped():long;2;1;1;visible;
41;getRequiredEvictBytes():long;2;1;1;visible;
42;getNNodesScanned():long;2;1;1;visible;
43;getNNodesSelected():long;2;1;1;visible;
44;getCacheTotalBytes():long;2;1;1;visible;
45;getCacheDataBytes():long;2;1;1;visible;
46;getNNotResident():long;2;1;1;visible;
47;getNonEmptyBins():int;2;1;1;visible;
48;getProcessedBins():int;2;1;1;visible;
49;getNRepeatFaultReads():long;2;1;1;visible;
50;getNTempBufferWrites():long;2;1;1;visible;
51;getNRepeatIteratorReads():long;2;1;1;visible;
52;getSplitBins():int;2;1;1;visible;
53;setCacheDataBytes(long):void;2;1;1;visible;
54;setNNotResident(long):void;2;1;1;visible;
55;setNCacheMiss(long):void;2;1;1;visible;
56;setNLogBuffers(int):void;2;1;1;visible;
57;setBufferBytes(long):void;2;1;1;visible;
58;setCursorsBins(int):void;2;1;1;visible;
59;setDbClosedBins(int):void;2;1;1;visible;
60;setInCompQueueSize(int):void;2;1;1;visible;
61;setLastCheckpointId(long):void;2;1;1;visible;
62;setNCheckpoints(int):void;2;1;1;visible;
